,city,state,gender,employment,owns_coffee_machine,owns_car,month,year,year_dob,beverage_preference,bought_coffee
24401,Plainfield,IL,female,retired,no,True,6,2018,1977,wine,False
24402,Batavia,IL,male,full-time,yes,False,6,2019,1991,coffee,False
24403,Willowbrook,IL,female,unempolyed,yes,True,5,2018,1972,tea,False
24404,St. Charles,IL,male,full-time,yes,True,5,2019,1987,wine,False
24405,Wheaton,IL,female,full-time,yes,True,7,2018,1979,wine,False
24406,Romeoville,IL,male,student,yes,False,7,2019,1991,beer,False
24408,Willowbrook,IL,male,part-time,i don't know,True,7,2019,1989,beer,False
24409,Streamwood,IL,male,full-time,yes,True,6,2018,1975,soda,False
24410,West Chicago,IL,female,student,yes,True,5,2019,1989,wine,False
24411,Deer Park,IL,female,part-time,no,True,8,2019,1990,coffee,False
24412,Wheaton,IL,female,student,yes,True,6,2019,1985,coffee,False
24413,Oswego,IL,male,full-time,i don't know,True,6,2018,1980,coffee,False
24414,Warrenville,IL,male,full-time,yes,True,5,2019,1985,soda,False
24415,St. Charles,IL,female,full-time,yes,True,12,2018,1981,wine,False
24416,West Chicago,IL,female,unempolyed,yes,True,10,2019,1989,wine,False
24417,Palatine,IL,male,full-time,no,True,6,2019,1994,tea,False
24418,Aurora,IL,female,student,no,True,3,2019,1991,wine,False
24419,Romeoville,IL,male,full-time,yes,True,4,2019,1987,coffee,False
24420,Hoffman Estates,IL,male,part-time,no,True,1,2019,1983,coffee,False
24421,Inverness,IL,male,student,yes,True,12,2018,1988,coffee,False
24422,Minooka,IL,female,full-time,yes,True,6,2018,1985,coffee,False
24423,Aurora,IL,female,retired,no,True,2,2018,1973,coffee,False
24424,Aurora,IL,female,unempolyed,no,True,7,2018,1976,coffee,False
24425,Barrington,IL,female,unempolyed,yes,True,2,2019,1987,coffee,False
24426,Wheaton,IL,female,part-time,no,True,6,2019,1990,coffee,False
24427,West Dundee,IL,female,unempolyed,yes,True,3,2019,1987,coffee,False
24428,Deer Park,IL,male,full-time,yes,True,11,2018,1973,coffee,False
24429,Carol Stream,IL,female,retired,no,True,6,2019,1986,wine,False
24430,Batavia,IL,female,unempolyed,no,True,2,2018,1967,wine,False
24431,Inverness,IL,male,student,yes,True,5,2019,1985,coffee,False
24432,Inverness,IL,female,unempolyed,yes,True,1,2019,1988,coffee,False
24433,St. Charles,IL,male,retired,yes,True,7,2019,1986,coffee,False
24434,Barrington,IL,male,full-time,no,True,3,2019,1994,soda,False
24435,Batavia,IL,female,full-time,yes,True,8,2018,1970,coffee,False
24436,Inverness,IL,female,student,yes,True,7,2019,1982,coffee,True
24437,Chicago,IL,female,part-time,yes,False,5,2019,1991,coffee,False
24438,Elgin,IL,male,unempolyed,i don't know,False,4,2018,1975,soda,False
24439,Hoffman Estates,IL,male,full-time,yes,True,7,2018,1976,beer,False
24440,Batavia,IL,male,full-time,no,True,9,2019,1994,beer,False
24441,West Chicago,IL,female,full-time,yes,True,7,2018,1983,tea,False
24442,Wheaton,IL,male,full-time,yes,True,6,2018,1975,coffee,False
24443,Inverness,IL,male,full-time,no,True,12,2018,1983,coffee,False
24444,Schaumburg,IL,female,full-time,i don't know,True,4,2018,1979,coffee,False
24445,Warrenville,IL,female,student,yes,False,3,2019,1993,wine,False
24446,Bolingbrook,IL,female,student,no,False,10,2018,1985,coffee,False
24447,Schaumburg,IL,female,full-time,yes,True,11,2018,1982,tea,False
24448,Naperville,IL,male,full-time,yes,True,12,2019,1988,beer,False
24449,Barrington,IL,male,part-time,yes,True,8,2018,1979,beer,False
24450,Willowbrook,IL,male,full-time,yes,True,5,2018,1977,coffee,False
24451,Glen Ellyn,IL,male,student,yes,True,5,2019,1987,soda,False
24452,Chicago,IL,female,full-time,yes,False,8,2019,1986,wine,False
24453,Palatine,IL,female,unempolyed,yes,True,10,2019,1986,coffee,False
24454,Oswego,IL,female,student,no,True,9,2019,1991,tea,False
24455,Warrenville,IL,male,full-time,i don't know,True,12,2018,1977,beer,False
24456,St. Charles,IL,male,retired,no,True,8,2018,1976,beer,False
24457,Streamwood,IL,female,part-time,no,True,7,2019,1983,wine,True
24458,Naperville,IL,female,part-time,no,True,4,2018,1985,wine,False
24459,Batavia,IL,female,part-time,no,True,2,2019,1989,soda,False
24460,Naperville,IL,female,full-time,yes,True,7,2019,1987,wine,False
24461,Glen Ellyn,IL,female,part-time,no,True,1,2019,1989,tea,False
24462,St. Charles,IL,female,full-time,yes,True,3,2018,1982,tea,False
24463,Algonquin,IL,male,unempolyed,no,True,10,2019,1988,tea,False
24464,Warrenville,IL,male,full-time,yes,True,1,2019,1981,coffee,False
24465,Schaumburg,IL,male,full-time,yes,True,12,2018,1978,beer,False
24466,Inverness,IL,female,part-time,no,True,5,2019,1985,tea,True
24467,Carol Stream,IL,female,retired,i don't know,True,1,2018,1980,tea,False
24468,Hoffman Estates,IL,female,unempolyed,yes,True,9,2018,1973,coffee,False
24469,Chicago,IL,male,unempolyed,no,False,5,2019,1995,coffee,False
24470,Romeoville,IL,female,student,yes,True,1,2019,1989,tea,False
24471,Willowbrook,IL,female,full-time,no,True,6,2018,1982,coffee,False
24472,Inverness,IL,male,student,yes,True,4,2019,1990,coffee,False
24473,West Dundee,IL,male,part-time,no,True,9,2019,1988,coffee,False
24474,Mokena,IL,male,unempolyed,yes,True,9,2019,1991,coffee,False
24475,Glen Ellyn,IL,female,unempolyed,yes,True,6,2018,1975,tea,False
24476,Minooka,IL,female,unempolyed,no,True,2,2019,1993,coffee,False
24477,Algonquin,IL,female,full-time,no,True,6,2019,1985,wine,False
24478,Plainfield,IL,female,unempolyed,yes,True,1,2018,1983,wine,False
24479,Wheaton,IL,female,student,no,True,3,2018,1980,coffee,False
24480,Chicago,IL,female,part-time,no,False,10,2019,1989,wine,False
24481,Elgin,IL,female,full-time,i don't know,True,10,2018,1979,coffee,False
24482,Warrenville,IL,female,part-time,no,True,4,2018,1973,tea,False
24483,St. Charles,IL,female,full-time,yes,True,7,2018,1977,coffee,False
24484,West Chicago,IL,female,unempolyed,yes,False,7,2019,1990,wine,False
24485,Palatine,IL,male,full-time,yes,False,10,2019,1997,tea,False
24486,Naperville,IL,male,full-time,no,True,6,2018,1976,coffee,False
24487,Bolingbrook,IL,male,student,i don't know,True,6,2018,1983,beer,False
24488,Glen Ellyn,IL,female,student,yes,True,9,2019,1990,wine,False
24490,Wheaton,IL,female,part-time,no,False,1,2019,1989,coffee,False
24491,Bolingbrook,IL,female,student,no,True,7,2019,1994,coffee,False
24492,Batavia,IL,male,part-time,no,True,12,2018,1975,coffee,False
24493,Barrington,IL,male,full-time,no,True,2,2018,1970,coffee,False
24494,West Dundee,IL,female,student,no,True,10,2019,2000,coffee,False
24495,Romeoville,IL,female,student,yes,True,8,2019,1993,coffee,True
24496,Mokena,IL,female,part-time,no,True,7,2018,1974,soda,False
24497,Hoffman Estates,IL,female,full-time,yes,True,8,2019,1989,coffee,False
24498,Willowbrook,IL,male,full-time,no,True,10,2018,1977,soda,False
24499,Plainfield,IL,male,part-time,yes,True,5,2018,1977,coffee,False
24500,Romeoville,IL,female,full-time,yes,False,8,2018,1981,tea,False
24501,Chicago,IL,female,full-time,yes,True,4,2019,1991,coffee,False
24502,Willowbrook,IL,female,part-time,yes,True,5,2019,1989,coffee,False
24503,Hoffman Estates,IL,male,part-time,no,True,6,2018,1981,beer,False
24504,Plainfield,IL,female,student,no,True,3,2019,1990,coffee,False
24505,Mokena,IL,male,unempolyed,yes,True,9,2019,1984,coffee,False
24506,Wheaton,IL,male,full-time,no,False,12,2018,1975,coffee,False
24507,Carol Stream,IL,female,part-time,yes,True,10,2019,1987,tea,False
24508,Batavia,IL,female,full-time,no,True,6,2018,1977,coffee,False
24509,Inverness,IL,female,full-time,no,True,1,2018,1971,coffee,False
24510,Algonquin,IL,female,part-time,yes,True,7,2019,1986,wine,False
24511,Elgin,IL,female,full-time,no,True,9,2018,1982,coffee,False
24512,Barrington,IL,female,full-time,yes,True,9,2018,1988,coffee,False
24513,Streamwood,IL,male,part-time,yes,True,7,2019,1985,tea,False
24514,Aurora,IL,female,part-time,yes,True,2,2019,1982,coffee,False
24515,Palatine,IL,male,full-time,no,True,11,2018,1986,soda,False
24516,Palatine,IL,female,full-time,yes,True,12,2018,1983,coffee,True
24517,Oswego,IL,female,student,no,True,4,2019,1989,wine,False
24518,West Dundee,IL,female,unempolyed,no,True,5,2019,1995,wine,False
24519,Inverness,IL,female,retired,yes,True,2,2018,1976,coffee,False
24520,Bolingbrook,IL,male,part-time,yes,True,7,2018,1971,soda,False
24521,Hoffman Estates,IL,female,full-time,no,True,2,2019,1981,coffee,False
24522,Bolingbrook,IL,female,unempolyed,yes,True,10,2019,1987,coffee,False
24523,Willowbrook,IL,female,full-time,yes,True,12,2019,1986,wine,False
24524,Carol Stream,IL,female,full-time,no,True,2,2018,1978,coffee,False
24525,Plainfield,IL,female,unempolyed,no,False,4,2018,1980,tea,False
24526,Streamwood,IL,female,unempolyed,no,True,9,2019,1992,wine,False
24527,West Dundee,IL,male,full-time,no,True,7,2018,1975,soda,False
24528,West Dundee,IL,female,retired,no,True,6,2018,1975,tea,False
24529,Glen Ellyn,IL,female,full-time,no,False,7,2018,1975,coffee,False
24530,West Dundee,IL,male,full-time,no,True,7,2018,1973,coffee,False
24531,Streamwood,IL,male,unempolyed,yes,False,10,2019,1988,coffee,False
24532,Batavia,IL,female,unempolyed,yes,True,10,2019,1994,coffee,False
24533,Naperville,IL,male,full-time,no,True,11,2018,1980,beer,False
24534,Bolingbrook,IL,male,student,no,True,6,2019,1993,soda,False
24535,Batavia,IL,female,full-time,yes,True,10,2018,1982,coffee,False
24536,Naperville,IL,female,unempolyed,yes,True,10,2019,1994,coffee,False
24537,Carol Stream,IL,male,retired,yes,True,5,2019,1983,coffee,False
24538,Bolingbrook,IL,male,unempolyed,yes,True,1,2019,1987,tea,False
24539,Glen Ellyn,IL,male,unempolyed,yes,False,4,2018,1983,beer,False
24540,Wheaton,IL,male,full-time,yes,True,4,2019,1988,coffee,False
24541,Algonquin,IL,female,unempolyed,no,True,3,2018,1983,coffee,False
24542,Wheaton,IL,male,full-time,yes,True,1,2019,1986,beer,False
24543,Elgin,IL,female,full-time,yes,True,4,2019,1981,coffee,False
24544,West Chicago,IL,male,full-time,yes,True,2,2018,1978,tea,False
24545,Hoffman Estates,IL,male,student,no,True,2,2019,2001,soda,False
24546,Oswego,IL,male,part-time,yes,True,11,2018,1980,coffee,False
24547,Inverness,IL,male,full-time,no,True,10,2018,1985,beer,False
24548,Bolingbrook,IL,male,full-time,yes,False,12,2018,1973,coffee,False
24549,Barrington,IL,female,full-time,no,True,3,2018,1979,coffee,False
24550,West Dundee,IL,male,part-time,yes,True,4,2018,1984,soda,False
24551,Carol Stream,IL,male,student,yes,True,4,2018,1986,coffee,False
24552,Romeoville,IL,female,unempolyed,no,True,6,2019,1988,coffee,False
24553,Romeoville,IL,female,full-time,no,True,1,2019,1988,coffee,False
24554,Willowbrook,IL,female,full-time,yes,True,5,2019,1980,coffee,False
24555,Warrenville,IL,male,part-time,yes,True,5,2019,1990,coffee,False
24556,Chicago,IL,male,part-time,yes,False,7,2018,1982,soda,False
24557,Wheaton,IL,male,retired,no,True,1,2018,1981,beer,False
24558,West Chicago,IL,male,full-time,yes,True,9,2018,1981,beer,False
24559,Batavia,IL,female,retired,yes,False,5,2019,1993,coffee,False
24560,Glen Ellyn,IL,male,part-time,yes,False,8,2019,1981,tea,False
24561,Hoffman Estates,IL,female,full-time,yes,True,12,2018,1981,tea,False
24562,Wheaton,IL,male,retired,yes,True,9,2018,1979,coffee,False
24563,Algonquin,IL,female,full-time,yes,True,7,2018,1968,tea,False
24564,Schaumburg,IL,female,full-time,yes,False,4,2018,1975,tea,False
24565,West Chicago,IL,female,part-time,no,True,4,2019,1985,coffee,False
24566,Carol Stream,IL,female,unempolyed,yes,True,3,2019,1988,wine,False
24567,Naperville,IL,female,part-time,yes,True,1,2018,1972,tea,False
24568,Deer Park,IL,male,student,yes,True,10,2019,1990,coffee,False
24569,West Chicago,IL,male,full-time,no,False,11,2018,1981,beer,False
24570,Plainfield,IL,female,full-time,yes,True,11,2019,1991,tea,False
24571,Chicago,IL,female,unempolyed,yes,True,8,2019,1991,coffee,False
24572,Minooka,IL,male,part-time,yes,True,9,2019,1986,coffee,False
24573,Streamwood,IL,female,part-time,no,True,1,2018,1983,wine,False
24574,Barrington,IL,female,full-time,i don't know,True,6,2018,1980,wine,False
24575,Willowbrook,IL,male,full-time,yes,True,7,2018,1974,beer,False
24576,Deer Park,IL,male,full-time,yes,True,11,2018,1974,coffee,False
24577,Hoffman Estates,IL,female,part-time,no,True,5,2019,1991,wine,False
24578,St. Charles,IL,female,full-time,yes,True,2,2018,1980,coffee,False
24579,Deer Park,IL,female,unempolyed,yes,True,7,2018,1982,coffee,False
24580,Schaumburg,IL,male,part-time,yes,True,11,2018,1981,beer,False
24581,Aurora,IL,female,unempolyed,yes,True,4,2019,1985,coffee,False
24582,Palatine,IL,male,unempolyed,yes,True,10,2019,1987,coffee,False
24583,Wheaton,IL,male,unempolyed,yes,True,6,2019,1994,beer,False
24584,Inverness,IL,female,retired,yes,True,11,2019,1982,coffee,False
24586,Willowbrook,IL,female,retired,i don't know,True,5,2018,1976,soda,False
24587,Mokena,IL,female,full-time,yes,True,5,2019,1988,tea,False
24588,Warrenville,IL,male,unempolyed,no,True,11,2019,1989,coffee,False
24589,Warrenville,IL,male,student,yes,True,6,2019,1984,beer,False
24590,Wheaton,IL,male,part-time,yes,True,8,2018,1975,beer,False
24592,Oswego,IL,female,full-time,yes,True,5,2018,1973,tea,False
24593,Elgin,IL,female,part-time,yes,True,7,2018,1979,coffee,False
24594,Inverness,IL,female,full-time,no,True,12,2018,1977,coffee,False
24595,Aurora,IL,male,full-time,yes,True,1,2019,1986,coffee,False
24596,Naperville,IL,male,full-time,yes,True,6,2018,1973,soda,False
24597,Bolingbrook,IL,male,retired,yes,True,8,2018,1977,beer,False
24598,Barrington,IL,female,full-time,yes,True,5,2018,1974,tea,False
24599,Minooka,IL,male,full-time,yes,True,9,2019,1989,beer,False
24600,Aurora,IL,female,student,no,True,9,2019,1998,tea,False
24601,St. Charles,IL,female,full-time,no,True,2,2019,1992,wine,False
24602,Algonquin,IL,male,part-time,yes,True,2,2019,1989,coffee,False
24603,Carol Stream,IL,male,full-time,yes,True,11,2019,1988,wine,False
24604,Minooka,IL,male,full-time,yes,True,7,2019,1986,coffee,False
24605,Plainfield,IL,female,student,yes,False,7,2019,1985,coffee,False
24606,Minooka,IL,female,part-time,yes,True,12,2019,1986,coffee,False
24607,Carol Stream,IL,male,unempolyed,no,True,9,2018,1980,coffee,False
24608,Barrington,IL,female,full-time,yes,False,7,2018,1969,wine,False
24609,Hoffman Estates,IL,female,full-time,no,False,2,2018,1970,coffee,False
24610,Bolingbrook,IL,female,full-time,yes,True,4,2018,1975,wine,False
24611,Hoffman Estates,IL,female,part-time,no,True,7,2019,1994,coffee,False
24612,Willowbrook,IL,female,student,yes,True,3,2019,1993,coffee,False
24613,Warrenville,IL,male,full-time,yes,True,1,2019,1986,beer,False
24614,Chicago,IL,female,retired,no,False,4,2019,1990,coffee,False
24615,Barrington,IL,male,student,yes,True,11,2019,1995,coffee,False
24616,Algonquin,IL,female,full-time,yes,True,8,2019,1989,coffee,False
24617,Deer Park,IL,male,full-time,i don't know,True,5,2018,1973,beer,False
24618,Streamwood,IL,female,part-time,i don't know,True,5,2018,1978,wine,False
24619,Wheaton,IL,male,unempolyed,yes,True,11,2019,1987,tea,False
24620,Warrenville,IL,male,student,yes,True,11,2018,1984,tea,False
24621,Elgin,IL,male,retired,yes,True,4,2019,1988,beer,False
24622,Bolingbrook,IL,male,full-time,yes,True,11,2018,1979,coffee,False
24623,Inverness,IL,female,part-time,yes,True,1,2018,1981,coffee,False
24624,Hoffman Estates,IL,female,unempolyed,yes,True,10,2019,1989,coffee,False
24625,Romeoville,IL,male,student,no,True,12,2019,1994,coffee,False
24626,Minooka,IL,male,full-time,yes,True,2,2019,1985,coffee,False
24627,Barrington,IL,male,student,yes,True,9,2019,1989,coffee,False
24629,Elgin,IL,male,retired,yes,True,9,2019,1990,beer,False
24630,Streamwood,IL,female,student,no,True,7,2018,1981,coffee,False
24631,St. Charles,IL,female,full-time,yes,True,2,2018,1975,coffee,False
24632,Elgin,IL,male,student,yes,True,12,2018,1990,beer,False
24633,Minooka,IL,female,full-time,yes,True,8,2018,1975,coffee,False
24634,Barrington,IL,male,full-time,no,True,8,2018,1976,soda,False
24635,Hoffman Estates,IL,male,unempolyed,yes,True,7,2019,1987,coffee,False
24636,Hoffman Estates,IL,female,part-time,no,False,6,2019,1991,coffee,False
24637,Deer Park,IL,female,part-time,yes,True,12,2018,1981,wine,False
24638,Carol Stream,IL,female,full-time,no,True,6,2018,1979,coffee,False
24639,Plainfield,IL,female,full-time,i don't know,True,1,2018,1986,coffee,False
24640,Minooka,IL,female,part-time,yes,True,2,2018,1973,coffee,False
24641,Naperville,IL,male,full-time,yes,True,12,2018,1973,beer,False
24642,Schaumburg,IL,female,full-time,i don't know,True,6,2019,1990,coffee,False
24643,Minooka,IL,female,full-time,no,True,3,2019,1991,coffee,False
24644,Willowbrook,IL,male,full-time,no,True,12,2019,1989,coffee,False
24645,St. Charles,IL,male,full-time,no,True,8,2019,1987,coffee,False
24646,Elgin,IL,female,student,yes,True,6,2018,1984,tea,False
24647,Aurora,IL,female,retired,yes,True,5,2018,1982,coffee,False
24648,West Dundee,IL,female,student,no,True,6,2019,1995,tea,False
24649,Glen Ellyn,IL,male,unempolyed,yes,True,8,2019,1984,soda,False
24650,Hoffman Estates,IL,female,full-time,yes,True,9,2018,1978,tea,False
24651,Chicago,IL,female,full-time,i don't know,True,6,2018,1981,tea,False
24652,Elgin,IL,female,full-time,no,True,3,2018,1976,beer,False
24653,Glen Ellyn,IL,female,student,yes,True,2,2019,1986,coffee,False
24654,Algonquin,IL,male,student,yes,True,3,2019,1988,coffee,False
24655,West Dundee,IL,male,unempolyed,no,True,7,2018,1975,beer,False
24656,Naperville,IL,female,student,yes,True,7,2019,1987,tea,False
24657,Naperville,IL,female,full-time,yes,True,5,2019,1982,coffee,False
24658,Deer Park,IL,male,student,yes,True,9,2019,1986,beer,False
24659,Oswego,IL,male,full-time,yes,True,8,2018,1981,beer,False
24660,West Dundee,IL,female,full-time,yes,True,8,2019,1993,coffee,False
24661,Mokena,IL,female,part-time,no,True,6,2018,1981,coffee,False
24662,Plainfield,IL,male,full-time,yes,True,10,2018,1976,coffee,False
24663,Carol Stream,IL,female,part-time,no,True,1,2019,1992,tea,False
24664,Willowbrook,IL,female,full-time,no,True,7,2018,1975,coffee,False
24665,Palatine,IL,female,part-time,yes,True,8,2018,1979,coffee,False
24666,Willowbrook,IL,male,full-time,yes,True,5,2018,1980,soda,False
24667,Aurora,IL,male,unempolyed,yes,True,6,2018,1968,soda,False
24668,Palatine,IL,male,part-time,yes,True,12,2018,1977,coffee,False
24669,Schaumburg,IL,female,full-time,yes,True,6,2019,1985,tea,False
24670,Naperville,IL,female,unempolyed,yes,True,6,2018,1982,tea,False
24671,West Dundee,IL,male,full-time,i don't know,True,4,2019,1987,soda,False
24672,Streamwood,IL,male,full-time,yes,True,10,2018,1981,coffee,False
24673,Deer Park,IL,male,full-time,yes,True,9,2018,1980,beer,False
24674,Streamwood,IL,female,unempolyed,no,True,4,2019,1987,wine,False
24675,St. Charles,IL,female,part-time,yes,True,3,2019,1983,tea,False
24676,Carol Stream,IL,male,student,yes,True,11,2019,1989,coffee,False
24677,Chicago,IL,female,full-time,yes,True,2,2019,1978,coffee,False
24678,Carol Stream,IL,male,full-time,i don't know,True,7,2019,1989,coffee,False
24679,Hoffman Estates,IL,female,full-time,yes,True,5,2018,1976,wine,False
24680,Deer Park,IL,male,full-time,yes,True,5,2019,1990,coffee,False
24681,Warrenville,IL,male,full-time,yes,True,12,2019,1990,tea,False
24682,Bolingbrook,IL,male,full-time,yes,True,6,2018,1972,coffee,False
24683,Inverness,IL,female,full-time,no,True,12,2019,1993,tea,False
24684,Inverness,IL,female,part-time,yes,True,12,2018,1974,tea,False
24685,St. Charles,IL,male,full-time,no,True,4,2018,1969,coffee,False
24686,Barrington,IL,female,student,yes,True,1,2018,1985,coffee,True
24687,Aurora,IL,female,part-time,i don't know,True,4,2018,1974,coffee,False
24688,Inverness,IL,female,full-time,no,False,5,2019,1982,tea,False
24689,Carol Stream,IL,male,part-time,yes,True,8,2018,1987,coffee,False
24690,Hoffman Estates,IL,female,unempolyed,no,False,7,2018,1983,coffee,False
24691,Mokena,IL,female,student,yes,True,12,2019,1986,wine,False
24692,West Chicago,IL,male,unempolyed,yes,True,4,2019,1996,coffee,False
24693,Warrenville,IL,female,unempolyed,yes,True,10,2019,1990,coffee,False
24694,Warrenville,IL,female,unempolyed,no,True,10,2019,1996,coffee,False
24695,Willowbrook,IL,male,part-time,yes,True,11,2018,1986,coffee,False
24696,St. Charles,IL,male,unempolyed,i don't know,True,1,2019,1987,coffee,False
24697,Inverness,IL,female,unempolyed,yes,True,3,2019,1986,tea,False
24699,Oswego,IL,female,retired,yes,True,1,2019,1989,coffee,False
24700,Aurora,IL,female,full-time,yes,True,12,2018,1976,tea,False
24701,Bolingbrook,IL,male,full-time,yes,True,12,2019,1984,beer,False
24702,Bolingbrook,IL,male,retired,yes,True,2,2019,1983,beer,False
24703,Batavia,IL,male,student,yes,False,6,2019,1996,soda,False
24704,Glen Ellyn,IL,male,student,yes,True,11,2019,1990,coffee,False
24705,Algonquin,IL,male,student,yes,True,6,2019,1987,coffee,False
24706,Carol Stream,IL,female,part-time,yes,True,12,2019,1995,wine,False
24707,Deer Park,IL,female,student,yes,False,10,2019,1993,coffee,False
24708,Barrington,IL,male,unempolyed,yes,True,10,2018,1986,beer,False
24709,Hoffman Estates,IL,male,retired,no,True,10,2018,1976,soda,False
24710,Algonquin,IL,female,unempolyed,yes,True,5,2018,1985,wine,False
24711,Chicago,IL,female,student,yes,False,7,2019,1994,wine,False
24712,Minooka,IL,female,unempolyed,no,False,11,2019,1986,coffee,False
24713,Wheaton,IL,male,full-time,yes,True,7,2018,1978,beer,False
24714,Streamwood,IL,male,part-time,yes,True,4,2018,1981,coffee,False
24715,Romeoville,IL,male,student,yes,True,7,2018,1983,tea,False
24716,Hoffman Estates,IL,female,unempolyed,no,True,8,2019,1988,wine,False
24717,Warrenville,IL,female,part-time,no,True,11,2019,1984,coffee,True
24718,Inverness,IL,male,unempolyed,yes,True,8,2018,1987,coffee,False
24719,Deer Park,IL,female,full-time,yes,False,11,2019,1989,coffee,False
24720,Aurora,IL,female,full-time,yes,True,2,2018,1976,wine,False
24721,Bolingbrook,IL,female,unempolyed,yes,False,8,2018,1977,coffee,False
24722,Barrington,IL,male,full-time,yes,True,8,2018,1983,beer,False
24723,Streamwood,IL,male,full-time,no,True,10,2018,1980,coffee,False
24724,Palatine,IL,male,unempolyed,yes,True,5,2018,1984,soda,False
24725,Naperville,IL,male,part-time,no,True,3,2019,1994,beer,False
24726,Warrenville,IL,female,full-time,yes,True,7,2019,1984,coffee,True
24727,Batavia,IL,male,unempolyed,no,True,8,2019,1990,beer,False
24728,Mokena,IL,female,full-time,no,True,12,2018,1970,wine,False
24729,Palatine,IL,female,student,no,True,11,2019,1993,coffee,False
24730,Inverness,IL,female,part-time,no,True,1,2019,1995,coffee,False
24731,Aurora,IL,male,full-time,yes,True,7,2019,1986,coffee,False
24732,Algonquin,IL,female,unempolyed,no,True,8,2019,1988,wine,False
24733,Deer Park,IL,male,full-time,no,True,3,2018,1975,coffee,False
24734,Glen Ellyn,IL,female,full-time,yes,True,9,2018,1976,tea,False
24735,Elgin,IL,male,student,yes,True,11,2019,1991,beer,False
24736,Plainfield,IL,female,full-time,no,True,8,2018,1979,wine,False
24737,Algonquin,IL,male,student,no,True,11,2019,1994,beer,False
24738,Schaumburg,IL,male,full-time,yes,True,9,2018,1977,coffee,False
24739,Romeoville,IL,female,unempolyed,yes,True,4,2018,1983,coffee,False
24740,Algonquin,IL,female,part-time,yes,True,7,2019,1993,wine,False
24741,Oswego,IL,female,unempolyed,yes,True,10,2019,1988,soda,False
24742,Barrington,IL,male,full-time,yes,True,11,2018,1983,beer,False
24743,Minooka,IL,male,unempolyed,i don't know,True,6,2019,1987,beer,False
24744,Romeoville,IL,male,part-time,no,True,4,2018,1981,beer,False
24745,Aurora,IL,female,unempolyed,yes,True,3,2019,1986,wine,False
24746,Bolingbrook,IL,female,student,yes,True,11,2019,1986,coffee,True
24748,Algonquin,IL,female,part-time,yes,True,9,2019,1981,coffee,False
24749,Glen Ellyn,IL,male,full-time,no,True,7,2018,1977,beer,False
24750,Hoffman Estates,IL,female,unempolyed,yes,True,6,2019,1987,coffee,False
24751,Carol Stream,IL,male,student,yes,True,9,2019,1987,coffee,False
24752,West Dundee,IL,female,full-time,yes,True,8,2019,1988,coffee,False
24753,Mokena,IL,female,unempolyed,yes,True,4,2018,1979,coffee,False
24754,Willowbrook,IL,female,full-time,yes,True,3,2018,1977,wine,False
24755,Glen Ellyn,IL,male,unempolyed,yes,True,2,2019,1989,beer,False
24756,Glen Ellyn,IL,male,full-time,no,True,12,2018,1979,tea,False
24757,Palatine,IL,female,student,yes,True,6,2019,1996,tea,False
24758,West Dundee,IL,female,student,yes,True,7,2019,1995,tea,True
24759,Bolingbrook,IL,female,student,no,True,8,2019,1998,tea,False
24760,Hoffman Estates,IL,female,full-time,yes,True,2,2018,1973,coffee,False
24761,Aurora,IL,male,part-time,yes,True,8,2019,1989,soda,False
24762,Chicago,IL,female,full-time,yes,True,6,2018,1975,wine,False
24763,West Dundee,IL,male,student,yes,True,12,2019,1988,beer,False
24764,Naperville,IL,male,full-time,no,True,2,2019,1988,tea,False
24765,Barrington,IL,female,unempolyed,yes,True,3,2019,1992,soda,False
24766,Hoffman Estates,IL,female,unempolyed,no,True,11,2019,1987,coffee,True
24767,Wheaton,IL,male,retired,no,True,2,2018,1972,soda,False
24768,Batavia,IL,male,full-time,no,True,10,2018,1980,soda,False
24769,Barrington,IL,female,unempolyed,yes,True,11,2019,1994,wine,False
24770,Oswego,IL,female,unempolyed,no,False,10,2019,1986,wine,False
24771,West Chicago,IL,male,retired,yes,True,3,2019,1994,tea,False
24772,Chicago,IL,female,full-time,no,False,6,2018,1973,tea,False
24773,Aurora,IL,male,part-time,yes,True,9,2018,1975,coffee,False
24774,Wheaton,IL,male,unempolyed,yes,True,2,2018,1976,coffee,False
24775,Palatine,IL,male,full-time,no,True,6,2018,1980,coffee,False
24776,Minooka,IL,male,student,yes,False,11,2018,1981,soda,False
24777,Willowbrook,IL,female,unempolyed,yes,True,8,2019,1989,tea,False
24778,Plainfield,IL,male,full-time,no,True,4,2019,1997,beer,False
24780,Bolingbrook,IL,female,part-time,yes,True,5,2018,1986,tea,False
24781,Wheaton,IL,male,full-time,no,True,1,2018,1981,coffee,False
24782,Elgin,IL,male,part-time,yes,True,1,2018,1977,beer,False
24783,Naperville,IL,female,full-time,no,True,6,2019,1992,wine,False
24784,Deer Park,IL,male,retired,yes,True,5,2019,1986,soda,False
24785,Inverness,IL,male,full-time,no,True,9,2018,1977,beer,False
24786,Willowbrook,IL,male,full-time,no,True,7,2018,1975,coffee,False
24787,Hoffman Estates,IL,male,full-time,yes,True,2,2019,1993,beer,False
24788,Wheaton,IL,male,part-time,yes,True,8,2019,1982,beer,False
24789,Romeoville,IL,female,full-time,yes,False,6,2019,1991,coffee,False
24790,Streamwood,IL,male,unempolyed,no,True,7,2019,1993,coffee,False
24791,St. Charles,IL,female,unempolyed,yes,True,10,2019,1988,wine,False
